model,avg_bleu_1_gram,avg_bleu_2_gram,avg_bleu_3_gram,avg_bleu_4_gram,bert_score_P,bert_score_R,bert_score_F1,rouge_1_r,rouge_1_p,rouge_1_f,rouge_2_r,rouge_2_p,rouge_2_f,rouge_l_r,rouge_l_p,rouge_l_f,avg_meteor_score
DeepSeek-R1-Distill-Qwen-32B,0.4393160625220811,0.3541919662521329,0.3016404956808646,0.2566414079524413,0.7591149210929871,0.7802321910858154,0.7676301598548889,0.5002190808794778,0.4760808238779786,0.4697522439311291,0.3286549839751871,0.3030305338063909,0.3001652610897112,0.4628881689714083,0.3986096628661292,0.4051020811498459,0.4188617580248738
DeepSeek-R1-Distill-Qwen-7B,0.3765180679006963,0.2818745980033966,0.2314524522789834,0.191841730671304,0.7301934361457825,0.736039936542511,0.731635332107544,0.3845003231811477,0.3929427693767505,0.3739168720672876,0.2417018480204482,0.2322957202070145,0.2258466668210551,0.3714381197037782,0.3406540492519629,0.335876157271045,0.3510132481928696
deepseek-r1,0.4038890336477759,0.3305348895005661,0.2846071898155009,0.243700154496994,0.7283746004104614,0.8112831115722656,0.7664433121681213,0.6777406589963798,0.4470901956775651,0.5238140249572543,0.4505793791158314,0.2768272129116403,0.330268113588444,0.5687074754387538,0.3116677768288692,0.3862329224551352,0.451428215199282
deepseek-v3,0.5245339163294314,0.4634545231128987,0.4237379718450185,0.3868356518349229,0.7913190722465515,0.8361632227897644,0.8111520409584045,0.649556645486046,0.5451289465801804,0.5749738027610937,0.5070188581372405,0.4146273017502159,0.4388939335708,0.5912193713702822,0.4755689887713187,0.5063390824410667,0.5200318466690992
gpt-3.5-turbo,0.4442172868248302,0.3505695996680331,0.2971588869694275,0.2539981812946102,0.7633142471313477,0.7662593722343445,0.7635869979858398,0.4303210491807062,0.4561459997632025,0.4303705076341507,0.2789381607617958,0.2816286135360559,0.269903500789815,0.4121843581104321,0.4188134818751168,0.3996264684433587,0.3952218207809027
gpt-4o,0.4624497215823663,0.3805529733982532,0.3308957477402884,0.288145342071528,0.7637568712234497,0.7793437838554382,0.7700449824333191,0.4936044786340463,0.4742363778416562,0.4697961058608401,0.3443987858265693,0.3157216168044161,0.3171606270962118,0.4398801284919537,0.400223219483569,0.4024872028615445,0.3921334428161038
HuatuoGPT2-13B,0.4750014813374231,0.3805122280138249,0.3224547885779205,0.2737919089413218,0.7543965578079224,0.8041791319847107,0.7772257328033447,0.5623259525863031,0.4306935911117946,0.4760212251411854,0.3418145821906349,0.2611201499637127,0.2872102856473577,0.4908634603324924,0.3627005878085031,0.4035477532061655,0.427900658738943
Lingdan-13B-Base,0.3983571073522143,0.3112787361707508,0.2664845152429442,0.2287012354071485,0.7366945743560791,0.7255792617797852,0.73004549741745,0.3881739971583705,0.4277049210311045,0.396632290252213,0.2467573114220486,0.2497063667676964,0.2399991932475676,0.3908991923285149,0.3734413786973896,0.3689013160076419,0.3735641611453661
Lingdan-13B-PR,0.4001699091797558,0.3109859897014346,0.2650471597858581,0.2267384008162863,0.7338994145393372,0.7260193824768066,0.7288990616798401,0.3894670962088944,0.4207570475532041,0.394253380376838,0.2455327670738778,0.2449885315269316,0.237139972322413,0.3905813981504821,0.3692797693191973,0.3666058128703216,0.3825200691151126
Llama3-8B-Chinese-Chat,0.2750973191746053,0.1851669630534826,0.1436676853166248,0.1129724893138829,0.6440647840499878,0.6490594148635864,0.6451500058174133,0.2693586007275048,0.2863358817759149,0.2584467012545288,0.1401427177334967,0.1277292710712502,0.1229934598787445,0.2501989151965655,0.204925049433789,0.2045276725314942,0.2234972383784282
Qwen2.5-14B-Instruct,0.4281340438045624,0.3469377273720004,0.2978283460016407,0.2564611942611575,0.7361845374107361,0.7904572486877441,0.7608798146247864,0.5350978564758165,0.3984261650792142,0.4411515059172954,0.3582794466909625,0.2618864184717671,0.2896168773256476,0.4638831135204648,0.3335780733110259,0.37055194616934,0.392461723260731
Qwen2.5-32B-Instruct,0.4665047042263602,0.3888405986039535,0.3400381835277557,0.2971563768552116,0.7505422830581665,0.8082708120346069,0.7770143151283264,0.5796475472395535,0.4377407409164536,0.4857481939946217,0.4097822730473879,0.2982213730560429,0.3337767601964527,0.5028243983193621,0.3598528409456156,0.404899863032346,0.4261079701806619
Qwen2.5-72B-Instruct,0.4979264143150351,0.4167652980625421,0.3656896270507475,0.3213289748337853,0.7596498727798462,0.8155624270439148,0.785395622253418,0.5916630564384234,0.4545948177925482,0.5012419854539859,0.4202045540001714,0.3133236605527036,0.3473602250483781,0.5267577413486014,0.3873547125766445,0.4316315197582367,0.4405748676286493
ShenNong,0.3968111984481454,0.3108168882997664,0.2674485439035964,0.2313263164083079,0.7334895730018616,0.7245522737503052,0.7279658913612366,0.3879558471701581,0.4253874405927043,0.3954416734288036,0.2530584338579021,0.2523808477847695,0.2443185643798003,0.390705595475145,0.359848605222609,0.3617317638552475,0.3869287482125527
Sunsimiao-7B,0.3223899710936818,0.2727031417463692,0.24261690668371,0.216551203485544,0.764609694480896,0.6887913346290588,0.7227725982666016,0.3320760455387723,0.5104564905250589,0.3803399080886053,0.227415771235033,0.326208142027607,0.2543952674745569,0.3242879599842759,0.4928442074249794,0.3641340730528654,0.3195815590244208
TCMchat,0.0794781118078258,0.0568920954220656,0.0469910783908566,0.0396739519047457,0.7055830359458923,0.5359572768211365,0.6059161424636841,0.0965396696981422,0.3388379344590888,0.1318985677627798,0.0553882032778625,0.1728934335194659,0.0723765283090575,0.0928118856098886,0.3411851463227244,0.1241441095946451,0.0766998131482932
ZhongjingGPT1_13B,0.2418550041386378,0.2068389522382588,0.1853499002693824,0.1659806516349734,0.7259637117385864,0.686992883682251,0.7040182948112488,0.3190711800697973,0.5396105273094081,0.3729734688956153,0.2284556560645715,0.3781700933543631,0.2637381993630639,0.3158881454189927,0.2866983444082157,0.2560121536769936,0.2602478317890557
