model,avg_bleu_1_gram,avg_bleu_2_gram,avg_bleu_3_gram,avg_bleu_4_gram,bert_score_P,bert_score_R,bert_score_F1,rouge_1_r,rouge_1_p,rouge_1_f,rouge_2_r,rouge_2_p,rouge_2_f,rouge_l_r,rouge_l_p,rouge_l_f,avg_meteor_score
deepseek-r1,0.2364391141676018,0.1491510722557925,0.0978027471009622,0.0626217682739263,0.6444336175918579,0.7218424081802368,0.6806658506393433,0.3975133953318329,0.1813025883155785,0.2444402247417312,0.0812788188599701,0.0342306264721029,0.0468525306667599,0.257819731535602,0.099198217700149,0.1391141766722259,0.2183843197625961
deepseek-v3,0.4352377989051499,0.3093775984711214,0.2287486813181822,0.168993061703243,0.7569152116775513,0.7427815198898315,0.7493569850921631,0.3616980208348123,0.3931569124988341,0.3691743112228445,0.1328510059680192,0.1436114723066551,0.134373604519755,0.2804291836691484,0.2966233602791353,0.2791470269922241,0.2717334329835967
gpt-3.5-turbo,0.3746637083160032,0.2547082314653393,0.1820267892444641,0.1287386517360283,0.7040678262710571,0.7315576076507568,0.7172579169273376,0.3694399654306986,0.3029553231040792,0.3273690011427622,0.1231284102835574,0.0910455989760294,0.1021563457927054,0.2935276535220215,0.192626987500312,0.2261408579800405,0.2651309258861974
gpt-4o,0.3550686273834841,0.2370233845772875,0.1661473198230269,0.1147341243435138,0.6926909685134888,0.7332293391227722,0.7121412754058838,0.3775600841764432,0.2799866228587605,0.3166435718037139,0.1175116214740021,0.0766335240066369,0.0908579347295604,0.2921867807888964,0.1692205741856721,0.2095944452488898,0.2579917407818543
HuatuoGPT2-13B,0.3228880177445216,0.2037475572269731,0.135243555014634,0.0860725659677433,0.6938467025756836,0.7195470929145813,0.705962598323822,0.3220864260415967,0.2349355216824684,0.2627326910660946,0.0840125516093397,0.0574155519434699,0.0650434055682815,0.274908025855982,0.1763673998910509,0.2046903697434844,0.2247289916568822
Lingdan-13B-Base,0.3895505514667752,0.2578086994748308,0.1797739897915581,0.1252929063146107,0.7001194953918457,0.7284108996391296,0.7137353420257568,0.3689977955109946,0.3225774300965668,0.3389007543736048,0.1217570529318139,0.1038331259385207,0.1097062961259935,0.2495930548781183,0.1981784818397969,0.2157924891821939,0.2559025095610025
Lingdan-13B-PR,0.38329797916348,0.2495243833952979,0.1708836851407437,0.1162591245384613,0.7040455341339111,0.7240608930587769,0.7136728167533875,0.3613258629548829,0.3306762063715019,0.3400334876685314,0.1108942272801862,0.102724235347205,0.1043744370666735,0.2431217707255699,0.2164097009279681,0.2235169039065408,0.2428961249687483
Llama3-8B-Chinese-Chat,0.310495513635487,0.1959454238027899,0.1328275546328488,0.0881160223838711,0.6863256096839905,0.7106466889381409,0.6980172395706177,0.3153314981919012,0.2389367878412528,0.2655066748033841,0.0888012672542434,0.0589193422837791,0.068645237360269,0.2839555885385785,0.1637613170206397,0.2008249401692494,0.225956642059531
Qwen2.5-14B-Instruct,0.3614503634105088,0.2322207135283966,0.1557043129907587,0.1020304493007695,0.7027049660682678,0.7204580307006836,0.7108206748962402,0.3220789331970467,0.2693739858278976,0.2823725761517351,0.0788298335395897,0.0672899368383318,0.0692354822918396,0.2413990975267585,0.1962183906845396,0.2059176942650748,0.2175655117741875
Qwen2.5-32B-Instruct,0.3321891011432342,0.2217193265495912,0.1548916973973399,0.1059641239959101,0.7294855713844299,0.7073773741722107,0.7174050807952881,0.2746310266800941,0.3334862460634936,0.2866663934199501,0.0752346055637477,0.0928404459097098,0.0789846201566272,0.2083356975690614,0.2531223666722401,0.2155511807234661,0.1932589740442244
Qwen2.5-72B-Instruct,0.3109321456604728,0.209612538607798,0.1477456464451846,0.1019710175666384,0.6889045238494873,0.7383161187171936,0.7121932506561279,0.4020755888567217,0.2622811578530613,0.3074870580820338,0.1243385597209097,0.0756941751112187,0.0895278076262516,0.3100745857507886,0.1639325018812893,0.2029201518895491,0.2626042618325663
Qwen2.5-Math-7B,0.1964345760401346,0.1222344905846858,0.0829117696860541,0.0555299102770604,0.6270624399185181,0.6472718119621277,0.6354314088821411,0.1967419419756602,0.352497914774742,0.2291740209333091,0.0499375542071462,0.0941488203893185,0.0560707765093725,0.196908816708856,0.1952261713531791,0.1576800277756721,0.1414307954676006
ShenNong,0.3802947036945009,0.247093161045588,0.1693982211351457,0.1155965305973647,0.7017983794212341,0.7229037880897522,0.7119613885879517,0.3613829215022356,0.3302151128487329,0.3397949986861961,0.1119182887949186,0.1025189845885927,0.104722670140483,0.2450691546342771,0.2090694475261413,0.220256573438777,0.2437506285267343
Sunsimiao-7B,0.325588686571837,0.2268638247910556,0.1663916389441904,0.1221964332983541,0.746612548828125,0.7084981203079224,0.7266915440559387,0.2738231291226936,0.3977756595488074,0.3180713214533075,0.093172464054215,0.138790210398597,0.1085941033633476,0.2186156212319307,0.3185004787657192,0.2512751924528427,0.205839676230322
TCMchat,0.2716744942530641,0.1848965599829358,0.1311825247866706,0.0931399110355059,0.7453978657722473,0.6804413795471191,0.7094900012016296,0.2465948362967664,0.4244270234111928,0.2835201071133433,0.0776727371329229,0.1178323230955397,0.0864392723694403,0.1948757629581973,0.3179386207493791,0.2119379351806604,0.1830413637034648
ZhongjingGPT1_13B,0.238315613874977,0.1508451636500546,0.0995961568752304,0.0626042621221522,0.6860266327857971,0.664810836315155,0.6744377613067627,0.1938268742630738,0.2964672475716616,0.225170184649475,0.043465907976693,0.0655734951814801,0.0498477946195239,0.1907094799840359,0.1771982779486348,0.1654300306190743,0.1372857994400381
