model,avg_bleu_1_gram,avg_bleu_2_gram,avg_bleu_3_gram,avg_bleu_4_gram,bert_score_P,bert_score_R,bert_score_F1,rouge_1_r,rouge_1_p,rouge_1_f,rouge_2_r,rouge_2_p,rouge_2_f,rouge_l_r,rouge_l_p,rouge_l_f,avg_meteor_score
14B.64.128.0.2.4,0.3972972919379626,0.2895801249072979,0.221285273890983,0.1707252550767131,0.7948800921440125,0.7437180280685425,0.7675575017929077,0.371811416282107,0.5141259621257509,0.4202575778295845,0.1522448575405311,0.2104114007880045,0.1712087043903771,0.2960371773809518,0.4156136297805259,0.3328111061025819,0.282368778480336
14B.8.16.0.2.4,0.3584363675495899,0.2520339755260585,0.1860051471913415,0.1376543639345405,0.7841947078704834,0.730571448802948,0.7552646994590759,0.3379180132449429,0.4942616391529523,0.3893583943965084,0.1243646363763139,0.1855402531047341,0.1432842748036999,0.2651919341146362,0.3910375893285713,0.3014359657716444,0.2513056637382462
Baichuan-M1-14B-Instruct,0.3908264477139224,0.2865318022050179,0.2196661472019431,0.1685705057688773,0.7304725050926208,0.7772938013076782,0.7518380284309387,0.498206246229371,0.3935280975567447,0.4215959534974462,0.2044864982561717,0.1578173727916497,0.1677058427154641,0.3858007371403555,0.2732584234330671,0.2951625338228006,0.3435931379083443
Baichuan2-13B-Chat,0.4367190763970335,0.3133888164506206,0.2345940559198986,0.1763686257129746,0.7833067178726196,0.7582493424415588,0.7699410319328308,0.3863683568372243,0.4772537236991915,0.4192341285839978,0.151218223023491,0.1854774829678025,0.1628533415576346,0.3043397490424474,0.3625407989718391,0.3200762043214264,0.2867902978681393
Baichuan2-7B-Chat,0.3813292023816166,0.2583717733573886,0.1845738036213358,0.1316380401338907,0.7318613529205322,0.7526376843452454,0.7413555383682251,0.4019559625383531,0.3570986134238837,0.3666905409594119,0.1476552864766122,0.119499001629592,0.1261081931359242,0.3328644973555234,0.2453336991692201,0.2663861650032942,0.2840706922253615
Bentao,0.2835062013266221,0.1562998477690149,0.09677370162435,0.0604535599699021,0.6238425374031067,0.678327202796936,0.6496903896331787,0.2789097762394401,0.2055486579086484,0.2335542793076302,0.0617255640653469,0.042841684361413,0.0497045501431732,0.2256512297329307,0.144625516230403,0.1730713284159243,0.1972419787176411
BianCang-Qwen2.5-7B-Instruct,0.3464851682111623,0.2407190339598058,0.1757042541285887,0.1290936945158984,0.7654353380203247,0.729239821434021,0.7459236979484558,0.3252199879809866,0.4763421829969564,0.3780079549392935,0.1204745507219025,0.1755712225396326,0.1388060803744184,0.2626961257807155,0.3449938941469955,0.2802332450458817,0.2386226838855273
BianQue-2,0.2105377575346598,0.1049196948723366,0.0603743833863086,0.0360949345903107,0.6236158609390259,0.6259691715240479,0.6238828301429749,0.195567774392562,0.2314482020378998,0.1955079175679571,0.0386510026071289,0.0388011593901782,0.036206820846498,0.1860917473299987,0.1975575938214189,0.1669705208576782,0.144636942414162
chatglm3-6b,0.3568759809130572,0.2273839571301464,0.1532564079149169,0.1027320944312467,0.7150853276252747,0.7331393957138062,0.7234619855880737,0.3469004818864997,0.3153562002167825,0.3219583858069784,0.1103980142375815,0.0881896287515628,0.0945551901918235,0.3034554340428048,0.2263752882237018,0.2472576431389608,0.2512430792876795
chatmed,0.2834691273972266,0.1573322361291888,0.0983592685269654,0.0625076795690877,0.6244325041770935,0.6790306568145752,0.6503270268440247,0.281098272024493,0.20726603826504,0.2354210365007674,0.0641000148192621,0.0441989381153524,0.0514054725099823,0.2254598516383982,0.143667997947239,0.1723132004817514,0.1999953496905187
DeepSeek-R1-Distill-Qwen-14B,0.3386909005334904,0.2267031682706408,0.1592216692210399,0.1119205627032181,0.715242326259613,0.744631290435791,0.7283589243888855,0.3997655198503128,0.3426748345267328,0.3500774169211987,0.1321298909389648,0.1088796013008087,0.1102484544431724,0.3202065086924716,0.240578272971311,0.2472733298087284,0.2687089078895376
DeepSeek-R1-Distill-Qwen-32B,0.3263460453219885,0.2230475207894771,0.1593630796437345,0.1137506143352374,0.7069146633148193,0.7510971426963806,0.7269451022148132,0.4336097834982508,0.3320025216909664,0.3543055900952984,0.1494393261236253,0.109338212639577,0.1153627839021437,0.3427396021397534,0.219423461231587,0.2373065362281677,0.2785824314100002
DeepSeek-R1-Distill-Qwen-7B,0.2855028647838105,0.1710655460529158,0.1099561971845288,0.0691619867834493,0.6788660287857056,0.7118450999259949,0.6940200924873352,0.3131222217404832,0.2781215148264687,0.2816355161993038,0.0828579142313246,0.0661366419757492,0.0683688180956073,0.2701888695788128,0.1982518362842257,0.2078466354672924,0.2137500874417985
deepseek-r1,0.2212315269736143,0.1498059388406644,0.1056289893124772,0.0738084068300092,0.6318154335021973,0.7395129799842834,0.680941104888916,0.4915106327194796,0.229988013357736,0.3048466490748373,0.1488151561145004,0.0643233556109189,0.0864586360911041,0.3598010303020798,0.1223461003175599,0.174363221973577,0.2681018807465792
deepseek-v3,0.4396617353014058,0.3200219557991418,0.242876524684014,0.1852565476463933,0.7471296787261963,0.7855369448661804,0.7651139497756958,0.4881097086873629,0.3984726755898143,0.4268010912611469,0.2024833262071383,0.1622021534813822,0.1733716354212427,0.3864615212057447,0.2880045935867305,0.3141292442054529,0.3490308514766532
gpt-3.5-turbo,0.3590740887631219,0.2366045728057169,0.1641422953124954,0.1128976571817645,0.7085035443305969,0.7594961524009705,0.7326770424842834,0.4256542225872776,0.3025007557528418,0.3466376681866107,0.1419881299499929,0.0910297518374658,0.1076576107193054,0.345085709378402,0.209193581184108,0.2513192230118199,0.289459622975697
gpt-4o,0.3980427995771113,0.2747879461509459,0.1965947723450605,0.1406360692113418,0.7209915518760681,0.775471031665802,0.7467200756072998,0.4811833049062236,0.3417266728825558,0.3912590531944424,0.1681438206819021,0.1124490668066735,0.1305838920753178,0.3683987790407413,0.2307338242767901,0.2731676658384387,0.324043260914949
HuatuoGPT2-13B,0.3484367936876178,0.2152837281037446,0.1415250433316397,0.091439690865781,0.7014321684837341,0.7369941473007202,0.7181304097175598,0.3532515717069511,0.2741251294109509,0.2991561647775294,0.1035848072366424,0.0754141985610513,0.0834818035698311,0.2768610766104584,0.201359032513434,0.2219935384771616,0.2369550141367678
Lingdan-13B-Base,0.2979372459662707,0.1759690764991767,0.1150533747759569,0.0762077429929514,0.633212149143219,0.6962552070617676,0.6629343628883362,0.3250677547070614,0.2270508327957355,0.263837997156861,0.0878706682063559,0.0569975546480459,0.067852082252154,0.2304938371295624,0.1391230068384063,0.170475796782079,0.2291197683856737
Lingdan-13B-PR,0.2768497991685275,0.1513611449109136,0.0913310707876707,0.0555872058770277,0.6243628263473511,0.680817186832428,0.6511184573173523,0.285048458051007,0.2050852600769111,0.235349553737001,0.0601764806781161,0.041323888518001,0.048180081047229,0.2261630218219653,0.1435585597912665,0.1723812604148409,0.1978893809458144
Llama3-8B-Chinese-Chat,0.3203309243917592,0.1998247243425699,0.1331458302280618,0.0870646189793631,0.6977987885475159,0.7308046817779541,0.7133938074111938,0.3476806689454547,0.2767255952457943,0.2998874033109776,0.1108225107472549,0.0775264020118268,0.0875467413374161,0.311204118367099,0.1980403542160784,0.2311356812057899,0.2458754043882179
Qwen2.5-14B-Instruct,0.4126883258473196,0.2798872294922699,0.1997501796968941,0.1430506839666798,0.7225394248962402,0.7667167782783508,0.74324631690979,0.4436523635377445,0.3395883462432199,0.374748028330496,0.1580424972252161,0.1163143579403803,0.1295829377983128,0.3317826817880349,0.2367410621576321,0.2658128485272844,0.3058027386028697
Qwen2.5-32B-Instruct,0.4352725427150619,0.3015396427425383,0.2186138635597752,0.1590930436741498,0.7363325357437134,0.7731572389602661,0.7535105347633362,0.4486358743796912,0.3657497469742422,0.391874778295304,0.1647667410789045,0.1357605658503376,0.1433182799283807,0.3396946258591762,0.2731379605225775,0.29012086497979,0.3162349737928378
Qwen2.5-72B-Instruct,0.2721757623065848,0.1861347152515104,0.1333724986617868,0.0949726734317796,0.6614325046539307,0.7600443363189697,0.706471860408783,0.5053377804970237,0.2554047535600786,0.3279939075790452,0.1673816877865959,0.08092940768648,0.1030393309522191,0.376511152666443,0.1510080353636151,0.199841280389528,0.2948206418629753
Qwen2.5-Math-7B,0.0756471920906456,0.0468562904186071,0.031814254758453,0.0207732392551456,0.5389530062675476,0.5844301581382751,0.5582377314567566,0.1673822112260621,0.4752189508748322,0.2221231704768428,0.0458998197651375,0.1397318805635101,0.0600212575388449,0.1655885407519455,0.0584430778235575,0.0651629266713006,0.0846033633043294
ShenNong,0.2312030940108146,0.1195880410108594,0.0694003990470241,0.0409700594902656,0.6113597750663757,0.6739897131919861,0.640885055065155,0.2724711407448528,0.1850880185952482,0.217509161732286,0.0515418848061329,0.0341836277745078,0.0404351477163011,0.2253537032681722,0.1394752210165069,0.1691518694064728,0.1866178698400398
Sunsimiao-7B,0.3611615540976427,0.2488950733413675,0.1799135579294734,0.1304168866871032,0.7740663886070251,0.7332459092140198,0.7525092959403992,0.325249573803322,0.4658827403496629,0.3757946192723298,0.1126157069467407,0.1664325377927489,0.1312248293192448,0.2545493106921034,0.3774319229382535,0.2959572251264901,0.2383031567575294
TCMchat,0.3228718220066018,0.2150025472565959,0.1528855040042491,0.108326992974309,0.7472240328788757,0.7146833539009094,0.7294543981552124,0.308422937593683,0.4049364949643115,0.3354437547565262,0.1098673921509574,0.1351489085647516,0.1136749308845049,0.252500350138545,0.3089830962080883,0.256762452633145,0.2198078969038868
ZhongjingGPT1_13B,0.3291438596201244,0.2370531963917487,0.1769515237752432,0.1320970007869955,0.7733465433120728,0.7351210713386536,0.7519232630729675,0.3455774385180843,0.5012274986449892,0.3965120206232581,0.1315758311160506,0.1905421165847958,0.1495387991337522,0.2659883628159844,0.3506514509912931,0.2711636611676371,0.2375960182289817
